Ente,Liste/Gruppi,Voti,,
CALLIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,248,,
CALLIANO,IL POPOLO DELLA LIBERTA' - LEGA NORD,208,,
CALLIANO,RIVOLUZIONE CIVILE,28,,
CALLIANO,FARE PER FERMARE IL DECLINO,26,,
CALLIANO,MIR - MODERATI IN RIVOLUZIONE,5,,
CARISOLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,189,,
CARISOLO,SVP - PATT - PD - UPT,155,,
CARISOLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,100,,
CARISOLO,MIR - MODERATI IN RIVOLUZIONE,15,,
CARISOLO,FARE PER FERMARE IL DECLINO,11,,
CARISOLO,RIVOLUZIONE CIVILE,4,,
CASTEL CONDINO,SVP - PATT - PD - UPT,59,,
CASTEL CONDINO,IL POPOLO DELLA LIBERTA' - LEGA NORD,44,,
CASTEL CONDINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,32,,
CASTEL CONDINO,RIVOLUZIONE CIVILE,2,,
CASTEL CONDINO,MIR - MODERATI IN RIVOLUZIONE,1,,
CASTEL CONDINO,FARE PER FERMARE IL DECLINO,0,,
CIMEGO,SVP - PATT - PD - UPT,81,,
CIMEGO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,76,,
CIMEGO,IL POPOLO DELLA LIBERTA' - LEGA NORD,58,,
CIMEGO,MIR - MODERATI IN RIVOLUZIONE,5,,
CIMEGO,FARE PER FERMARE IL DECLINO,3,,
CIMEGO,RIVOLUZIONE CIVILE,1,,
COMANO TERME,SVP - PATT - PD - UPT,694,,
COMANO TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,332,,
COMANO TERME,IL POPOLO DELLA LIBERTA' - LEGA NORD,305,,
COMANO TERME,RIVOLUZIONE CIVILE,36,,
COMANO TERME,FARE PER FERMARE IL DECLINO,26,,
COMANO TERME,MIR - MODERATI IN RIVOLUZIONE,18,,
CONDINO,SVP - PATT - PD - UPT,316,,
CONDINO,IL POPOLO DELLA LIBERTA' - LEGA NORD,218,,
CONDINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,208,,
CONDINO,MIR - MODERATI IN RIVOLUZIONE,17,,
CONDINO,FARE PER FERMARE IL DECLINO,11,,
CONDINO,RIVOLUZIONE CIVILE,11,,
DAONE,SVP - PATT - PD - UPT,114,,
DAONE,IL POPOLO DELLA LIBERTA' - LEGA NORD,107,,
DAONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,78,,
DAONE,FARE PER FERMARE IL DECLINO,6,,
DAONE,RIVOLUZIONE CIVILE,5,,
DAONE,MIR - MODERATI IN RIVOLUZIONE,3,,
DARE',SVP - PATT - PD - UPT,48,,
DARE',IL POPOLO DELLA LIBERTA' - LEGA NORD,32,,
DARE',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,27,,
DARE',FARE PER FERMARE IL DECLINO,6,,
DARE',MIR - MODERATI IN RIVOLUZIONE,4,,
DARE',RIVOLUZIONE CIVILE,4,,
DORSINO,SVP - PATT - PD - UPT,122,,
DORSINO,IL POPOLO DELLA LIBERTA' - LEGA NORD,58,,
DORSINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
DORSINO,FARE PER FERMARE IL DECLINO,11,,
DORSINO,RIVOLUZIONE CIVILE,9,,
DORSINO,MIR - MODERATI IN RIVOLUZIONE,3,,
DRENA,SVP - PATT - PD - UPT,151,,
DRENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,74,,
DRENA,IL POPOLO DELLA LIBERTA' - LEGA NORD,55,,
DRENA,RIVOLUZIONE CIVILE,9,,
DRENA,FARE PER FERMARE IL DECLINO,5,,
DRENA,MIR - MODERATI IN RIVOLUZIONE,3,,
DRO',SVP - PATT - PD - UPT,1323,,
DRO',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,633,,
DRO',IL POPOLO DELLA LIBERTA' - LEGA NORD,413,,
DRO',RIVOLUZIONE CIVILE,84,,
DRO',FARE PER FERMARE IL DECLINO,34,,
DRO',MIR - MODERATI IN RIVOLUZIONE,9,,
FIAVE',SVP - PATT - PD - UPT,286,,
FIAVE',IL POPOLO DELLA LIBERTA' - LEGA NORD,139,,
FIAVE',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,128,,
FIAVE',RIVOLUZIONE CIVILE,11,,
FIAVE',FARE PER FERMARE IL DECLINO,7,,
FIAVE',MIR - MODERATI IN RIVOLUZIONE,6,,
FOLGARIA,SVP - PATT - PD - UPT,727,,
FOLGARIA,IL POPOLO DELLA LIBERTA' - LEGA NORD,386,,
FOLGARIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,335,,
FOLGARIA,FARE PER FERMARE IL DECLINO,39,,
FOLGARIA,RIVOLUZIONE CIVILE,32,,
FOLGARIA,MIR - MODERATI IN RIVOLUZIONE,19,,
GIUSTINO,SVP - PATT - PD - UPT,153,,
GIUSTINO,IL POPOLO DELLA LIBERTA' - LEGA NORD,139,,
GIUSTINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,90,,
GIUSTINO,MIR - MODERATI IN RIVOLUZIONE,5,,
GIUSTINO,RIVOLUZIONE CIVILE,5,,
GIUSTINO,FARE PER FERMARE IL DECLINO,3,,
ISERA,SVP - PATT - PD - UPT,651,,
ISERA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,375,,
ISERA,IL POPOLO DELLA LIBERTA' - LEGA NORD,302,,
ISERA,FARE PER FERMARE IL DECLINO,78,,
ISERA,RIVOLUZIONE CIVILE,47,,
ISERA,MIR - MODERATI IN RIVOLUZIONE,29,,
LARDARO,SVP - PATT - PD - UPT,47,,
LARDARO,IL POPOLO DELLA LIBERTA' - LEGA NORD,34,,
LARDARO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,26,,
LARDARO,RIVOLUZIONE CIVILE,3,,
LARDARO,MIR - MODERATI IN RIVOLUZIONE,0,,
LARDARO,FARE PER FERMARE IL DECLINO,0,,
LEDRO,SVP - PATT - PD - UPT,1249,,
LEDRO,IL POPOLO DELLA LIBERTA' - LEGA NORD,670,,
LEDRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,613,,
LEDRO,RIVOLUZIONE CIVILE,102,,
LEDRO,FARE PER FERMARE IL DECLINO,60,,
LEDRO,MIR - MODERATI IN RIVOLUZIONE,32,,
MASSIMENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,26,,
MASSIMENO,SVP - PATT - PD - UPT,17,,
MASSIMENO,IL POPOLO DELLA LIBERTA' - LEGA NORD,16,,
MASSIMENO,RIVOLUZIONE CIVILE,1,,
MASSIMENO,MIR - MODERATI IN RIVOLUZIONE,1,,
MASSIMENO,FARE PER FERMARE IL DECLINO,0,,
MONTAGNE,SVP - PATT - PD - UPT,73,,
MONTAGNE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,28,,
MONTAGNE,IL POPOLO DELLA LIBERTA' - LEGA NORD,22,,
MONTAGNE,MIR - MODERATI IN RIVOLUZIONE,6,,
MONTAGNE,RIVOLUZIONE CIVILE,4,,
MONTAGNE,FARE PER FERMARE IL DECLINO,1,,
MORI,SVP - PATT - PD - UPT,2492,,
MORI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1208,,
MORI,IL POPOLO DELLA LIBERTA' - LEGA NORD,1074,,
MORI,RIVOLUZIONE CIVILE,178,,
MORI,FARE PER FERMARE IL DECLINO,126,,
MORI,MIR - MODERATI IN RIVOLUZIONE,64,,
NAGO-TORBOLE,SVP - PATT - PD - UPT,603,,
NAGO-TORBOLE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,380,,
NAGO-TORBOLE,IL POPOLO DELLA LIBERTA' - LEGA NORD,368,,
NAGO-TORBOLE,FARE PER FERMARE IL DECLINO,44,,
NAGO-TORBOLE,RIVOLUZIONE CIVILE,42,,
NAGO-TORBOLE,MIR - MODERATI IN RIVOLUZIONE,26,,
NOGAREDO,SVP - PATT - PD - UPT,517,,
NOGAREDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,263,,
NOGAREDO,IL POPOLO DELLA LIBERTA' - LEGA NORD,241,,
NOGAREDO,FARE PER FERMARE IL DECLINO,33,,
NOGAREDO,RIVOLUZIONE CIVILE,28,,
NOGAREDO,MIR - MODERATI IN RIVOLUZIONE,24,,
NOMI,SVP - PATT - PD - UPT,384,,
NOMI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,147,,
NOMI,IL POPOLO DELLA LIBERTA' - LEGA NORD,131,,
NOMI,RIVOLUZIONE CIVILE,27,,
NOMI,FARE PER FERMARE IL DECLINO,15,,
NOMI,MIR - MODERATI IN RIVOLUZIONE,7,,
PELUGO,IL POPOLO DELLA LIBERTA' - LEGA NORD,78,,
PELUGO,SVP - PATT - PD - UPT,48,,
PELUGO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,33,,
PELUGO,MIR - MODERATI IN RIVOLUZIONE,18,,
PELUGO,FARE PER FERMARE IL DECLINO,8,,
PELUGO,RIVOLUZIONE CIVILE,3,,
PIEVE DI BONO,SVP - PATT - PD - UPT,320,,
PIEVE DI BONO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,175,,
PIEVE DI BONO,IL POPOLO DELLA LIBERTA' - LEGA NORD,157,,
PIEVE DI BONO,RIVOLUZIONE CIVILE,18,,
PIEVE DI BONO,MIR - MODERATI IN RIVOLUZIONE,14,,
PIEVE DI BONO,FARE PER FERMARE IL DECLINO,13,,
PINZOLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,807,,
PINZOLO,SVP - PATT - PD - UPT,497,,
PINZOLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,281,,
PINZOLO,FARE PER FERMARE IL DECLINO,41,,
PINZOLO,MIR - MODERATI IN RIVOLUZIONE,36,,
PINZOLO,RIVOLUZIONE CIVILE,30,,
POMAROLO,SVP - PATT - PD - UPT,671,,
POMAROLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,343,,
POMAROLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,272,,
POMAROLO,RIVOLUZIONE CIVILE,53,,
POMAROLO,FARE PER FERMARE IL DECLINO,39,,
POMAROLO,MIR - MODERATI IN RIVOLUZIONE,15,,
PRASO,SVP - PATT - PD - UPT,115,,
PRASO,IL POPOLO DELLA LIBERTA' - LEGA NORD,32,,
PRASO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,32,,
PRASO,FARE PER FERMARE IL DECLINO,6,,
PRASO,RIVOLUZIONE CIVILE,5,,
PRASO,MIR - MODERATI IN RIVOLUZIONE,1,,
PREORE,SVP - PATT - PD - UPT,127,,
PREORE,IL POPOLO DELLA LIBERTA' - LEGA NORD,49,,
PREORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,47,,
PREORE,FARE PER FERMARE IL DECLINO,10,,
PREORE,MIR - MODERATI IN RIVOLUZIONE,7,,
PREORE,RIVOLUZIONE CIVILE,5,,
PREZZO,SVP - PATT - PD - UPT,60,,
PREZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,20,,
PREZZO,IL POPOLO DELLA LIBERTA' - LEGA NORD,17,,
PREZZO,FARE PER FERMARE IL DECLINO,7,,
PREZZO,MIR - MODERATI IN RIVOLUZIONE,3,,
PREZZO,RIVOLUZIONE CIVILE,1,,
RAGOLI,SVP - PATT - PD - UPT,189,,
RAGOLI,IL POPOLO DELLA LIBERTA' - LEGA NORD,111,,
RAGOLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,99,,
RAGOLI,FARE PER FERMARE IL DECLINO,8,,
RAGOLI,MIR - MODERATI IN RIVOLUZIONE,7,,
RAGOLI,RIVOLUZIONE CIVILE,6,,
RIVA DEL GARDA,SVP - PATT - PD - UPT,3379,,
RIVA DEL GARDA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2227,,
RIVA DEL GARDA,IL POPOLO DELLA LIBERTA' - LEGA NORD,2070,,
RIVA DEL GARDA,RIVOLUZIONE CIVILE,250,,
RIVA DEL GARDA,FARE PER FERMARE IL DECLINO,249,,
RIVA DEL GARDA,MIR - MODERATI IN RIVOLUZIONE,91,,
RONCONE,SVP - PATT - PD - UPT,367,,
RONCONE,IL POPOLO DELLA LIBERTA' - LEGA NORD,175,,
RONCONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,136,,
RONCONE,RIVOLUZIONE CIVILE,18,,
RONCONE,FARE PER FERMARE IL DECLINO,13,,
RONCONE,MIR - MODERATI IN RIVOLUZIONE,11,,
RONZO-CHIENIS,SVP - PATT - PD - UPT,268,,
RONZO-CHIENIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,123,,
RONZO-CHIENIS,IL POPOLO DELLA LIBERTA' - LEGA NORD,116,,
RONZO-CHIENIS,MIR - MODERATI IN RIVOLUZIONE,14,,
RONZO-CHIENIS,RIVOLUZIONE CIVILE,12,,
RONZO-CHIENIS,FARE PER FERMARE IL DECLINO,6,,
ROVERETO,SVP - PATT - PD - UPT,9101,,
ROVERETO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,4529,,
ROVERETO,IL POPOLO DELLA LIBERTA' - LEGA NORD,4479,,
ROVERETO,RIVOLUZIONE CIVILE,911,,
ROVERETO,FARE PER FERMARE IL DECLINO,647,,
ROVERETO,MIR - MODERATI IN RIVOLUZIONE,298,,
SAN LORENZO IN BANALE,SVP - PATT - PD - UPT,344,,
SAN LORENZO IN BANALE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,125,,
SAN LORENZO IN BANALE,IL POPOLO DELLA LIBERTA' - LEGA NORD,116,,
SAN LORENZO IN BANALE,RIVOLUZIONE CIVILE,13,,
SAN LORENZO IN BANALE,FARE PER FERMARE IL DECLINO,9,,
SAN LORENZO IN BANALE,MIR - MODERATI IN RIVOLUZIONE,6,,
SPIAZZO,IL POPOLO DELLA LIBERTA' - LEGA NORD,212,,
SPIAZZO,SVP - PATT - PD - UPT,191,,
SPIAZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,108,,
SPIAZZO,MIR - MODERATI IN RIVOLUZIONE,27,,
SPIAZZO,FARE PER FERMARE IL DECLINO,22,,
SPIAZZO,RIVOLUZIONE CIVILE,7,,
STENICO,SVP - PATT - PD - UPT,320,,
STENICO,IL POPOLO DELLA LIBERTA' - LEGA NORD,131,,
STENICO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,106,,
STENICO,FARE PER FERMARE IL DECLINO,13,,
STENICO,RIVOLUZIONE CIVILE,11,,
STENICO,MIR - MODERATI IN RIVOLUZIONE,4,,
STORO,SVP - PATT - PD - UPT,941,,
STORO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,715,,
STORO,IL POPOLO DELLA LIBERTA' - LEGA NORD,647,,
STORO,RIVOLUZIONE CIVILE,63,,
STORO,FARE PER FERMARE IL DECLINO,57,,
STORO,MIR - MODERATI IN RIVOLUZIONE,42,,
STREMBO,IL POPOLO DELLA LIBERTA' - LEGA NORD,100,,
STREMBO,SVP - PATT - PD - UPT,95,,
STREMBO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
STREMBO,MIR - MODERATI IN RIVOLUZIONE,7,,
STREMBO,FARE PER FERMARE IL DECLINO,2,,
STREMBO,RIVOLUZIONE CIVILE,2,,
TENNO,SVP - PATT - PD - UPT,511,,
TENNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,281,,
TENNO,IL POPOLO DELLA LIBERTA' - LEGA NORD,245,,
TENNO,RIVOLUZIONE CIVILE,31,,
TENNO,FARE PER FERMARE IL DECLINO,29,,
TENNO,MIR - MODERATI IN RIVOLUZIONE,8,,
TERRAGNOLO,SVP - PATT - PD - UPT,181,,
TERRAGNOLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,100,,
TERRAGNOLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,61,,
TERRAGNOLO,RIVOLUZIONE CIVILE,12,,
TERRAGNOLO,FARE PER FERMARE IL DECLINO,11,,
TERRAGNOLO,MIR - MODERATI IN RIVOLUZIONE,9,,
TIONE DI TRENTO,SVP - PATT - PD - UPT,716,,
TIONE DI TRENTO,IL POPOLO DELLA LIBERTA' - LEGA NORD,519,,
TIONE DI TRENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,384,,
TIONE DI TRENTO,FARE PER FERMARE IL DECLINO,54,,
TIONE DI TRENTO,RIVOLUZIONE CIVILE,37,,
TIONE DI TRENTO,MIR - MODERATI IN RIVOLUZIONE,35,,
TRAMBILENO,SVP - PATT - PD - UPT,350,,
TRAMBILENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,206,,
TRAMBILENO,IL POPOLO DELLA LIBERTA' - LEGA NORD,160,,
TRAMBILENO,RIVOLUZIONE CIVILE,27,,
TRAMBILENO,FARE PER FERMARE IL DECLINO,18,,
TRAMBILENO,MIR - MODERATI IN RIVOLUZIONE,8,,
VALLARSA,SVP - PATT - PD - UPT,372,,
VALLARSA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,195,,
VALLARSA,IL POPOLO DELLA LIBERTA' - LEGA NORD,95,,
VALLARSA,RIVOLUZIONE CIVILE,24,,
VALLARSA,FARE PER FERMARE IL DECLINO,18,,
VALLARSA,MIR - MODERATI IN RIVOLUZIONE,6,,
VIGO RENDENA,IL POPOLO DELLA LIBERTA' - LEGA NORD,94,,
VIGO RENDENA,SVP - PATT - PD - UPT,93,,
VIGO RENDENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,60,,
VIGO RENDENA,MIR - MODERATI IN RIVOLUZIONE,8,,
VIGO RENDENA,FARE PER FERMARE IL DECLINO,6,,
VIGO RENDENA,RIVOLUZIONE CIVILE,3,,
VILLA LAGARINA,SVP - PATT - PD - UPT,1054,,
VILLA LAGARINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,527,,
VILLA LAGARINA,IL POPOLO DELLA LIBERTA' - LEGA NORD,386,,
VILLA LAGARINA,RIVOLUZIONE CIVILE,62,,
VILLA LAGARINA,FARE PER FERMARE IL DECLINO,49,,
VILLA LAGARINA,MIR - MODERATI IN RIVOLUZIONE,23,,
VILLA RENDENA,SVP - PATT - PD - UPT,200,,
VILLA RENDENA,IL POPOLO DELLA LIBERTA' - LEGA NORD,143,,
VILLA RENDENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,87,,
VILLA RENDENA,MIR - MODERATI IN RIVOLUZIONE,19,,
VILLA RENDENA,FARE PER FERMARE IL DECLINO,9,,
VILLA RENDENA,RIVOLUZIONE CIVILE,4,,
VOLANO,SVP - PATT - PD - UPT,866,,
VOLANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,390,,
VOLANO,IL POPOLO DELLA LIBERTA' - LEGA NORD,297,,
VOLANO,RIVOLUZIONE CIVILE,59,,
VOLANO,FARE PER FERMARE IL DECLINO,52,,
VOLANO,MIR - MODERATI IN RIVOLUZIONE,25,,
ZUCLO,SVP - PATT - PD - UPT,104,,
ZUCLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,56,,
ZUCLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,36,,
ZUCLO,RIVOLUZIONE CIVILE,5,,
ZUCLO,MIR - MODERATI IN RIVOLUZIONE,2,,
ZUCLO,FARE PER FERMARE IL DECLINO,0,,
