Ente,Liste/Gruppi,Voti,,
CHALLAND-SAINT-VICTOR,LA DESTRA,7,,
CHALLAND-SAINT-VICTOR,UNIONE DI CENTRO,4,,
CHALLAND-SAINT-VICTOR,FARE PER FERMARE IL DECLINO,1,,
CHALLAND-SAINT-VICTOR,CASAPOUND ITALIA,0,,
CHALLAND-SAINT-VICTOR,NATION VAL D'OUTA,0,,
CHAMBAVE,VALLEE D'AOSTE,203,,
CHAMBAVE,AUTONOMIE LIBERTE' DEMOCRATIE,188,,
CHAMBAVE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,83,,
CHAMBAVE,LA DESTRA,18,,
CHAMBAVE,LEGA NORD,13,,
CHAMBAVE,UNIONE DI CENTRO,5,,
CHAMBAVE,FARE PER FERMARE IL DECLINO,4,,
CHAMBAVE,CASAPOUND ITALIA,1,,
CHAMBAVE,NATION VAL D'OUTA,0,,
CHAMOIS,VALLEE D'AOSTE,34,,
CHAMOIS,AUTONOMIE LIBERTE' DEMOCRATIE,14,,
CHAMOIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,8,,
CHAMOIS,FARE PER FERMARE IL DECLINO,2,,
CHAMOIS,LEGA NORD,2,,
CHAMOIS,UNIONE DI CENTRO,1,,
CHAMOIS,NATION VAL D'OUTA,1,,
CHAMOIS,CASAPOUND ITALIA,0,,
CHAMOIS,LA DESTRA,0,,
CHAMPDEPRAZ,VALLEE D'AOSTE,271,,
CHAMPDEPRAZ,AUTONOMIE LIBERTE' DEMOCRATIE,74,,
CHAMPDEPRAZ,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,53,,
CHAMPDEPRAZ,LA DESTRA,7,,
CHAMPDEPRAZ,LEGA NORD,3,,
CHAMPDEPRAZ,UNIONE DI CENTRO,2,,
CHAMPDEPRAZ,CASAPOUND ITALIA,0,,
CHAMPDEPRAZ,FARE PER FERMARE IL DECLINO,0,,
CHAMPDEPRAZ,NATION VAL D'OUTA,0,,
CHAMPORCHER,VALLEE D'AOSTE,98,,
CHAMPORCHER,AUTONOMIE LIBERTE' DEMOCRATIE,67,,
CHAMPORCHER,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,38,,
CHAMPORCHER,LEGA NORD,10,,
CHAMPORCHER,UNIONE DI CENTRO,3,,
CHAMPORCHER,FARE PER FERMARE IL DECLINO,1,,
CHAMPORCHER,LA DESTRA,1,,
CHAMPORCHER,CASAPOUND ITALIA,0,,
CHAMPORCHER,NATION VAL D'OUTA,0,,
CHARVENSOD,VALLEE D'AOSTE,411,,
CHARVENSOD,AUTONOMIE LIBERTE' DEMOCRATIE,394,,
CHARVENSOD,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,330,,
CHARVENSOD,LA DESTRA,54,,
CHARVENSOD,LEGA NORD,38,,
CHARVENSOD,UNIONE DI CENTRO,36,,
CHARVENSOD,FARE PER FERMARE IL DECLINO,24,,
CHARVENSOD,CASAPOUND ITALIA,8,,
CHARVENSOD,NATION VAL D'OUTA,4,,
CHATILLON,VALLEE D'AOSTE,1026,,
CHATILLON,AUTONOMIE LIBERTE' DEMOCRATIE,697,,
CHATILLON,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,571,,
CHATILLON,LEGA NORD,122,,
CHATILLON,LA DESTRA,61,,
CHATILLON,UNIONE DI CENTRO,47,,
CHATILLON,FARE PER FERMARE IL DECLINO,27,,
CHATILLON,CASAPOUND ITALIA,15,,
CHATILLON,NATION VAL D'OUTA,13,,
COGNE,VALLEE D'AOSTE,267,,
COGNE,AUTONOMIE LIBERTE' DEMOCRATIE,218,,
COGNE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,132,,
COGNE,LEGA NORD,38,,
COGNE,LA DESTRA,20,,
COGNE,UNIONE DI CENTRO,13,,
COGNE,FARE PER FERMARE IL DECLINO,8,,
COGNE,CASAPOUND ITALIA,5,,
COGNE,NATION VAL D'OUTA,2,,
COURMAYEUR,VALLEE D'AOSTE,592,,
COURMAYEUR,AUTONOMIE LIBERTE' DEMOCRATIE,237,,
COURMAYEUR,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,230,,
COURMAYEUR,LEGA NORD,119,,
COURMAYEUR,LA DESTRA,98,,
COURMAYEUR,UNIONE DI CENTRO,41,,
COURMAYEUR,FARE PER FERMARE IL DECLINO,32,,
COURMAYEUR,CASAPOUND ITALIA,11,,
COURMAYEUR,NATION VAL D'OUTA,5,,
DONNAS,VALLEE D'AOSTE,605,,
DONNAS,AUTONOMIE LIBERTE' DEMOCRATIE,358,,
DONNAS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,294,,
DONNAS,LEGA NORD,51,,
DONNAS,LA DESTRA,32,,
DONNAS,UNIONE DI CENTRO,22,,
DONNAS,FARE PER FERMARE IL DECLINO,15,,
DONNAS,CASAPOUND ITALIA,6,,
DONNAS,NATION VAL D'OUTA,5,,
DOUES,VALLEE D'AOSTE,135,,
DOUES,AUTONOMIE LIBERTE' DEMOCRATIE,88,,
DOUES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,26,,
DOUES,LA DESTRA,6,,
DOUES,UNIONE DI CENTRO,5,,
DOUES,LEGA NORD,4,,
DOUES,NATION VAL D'OUTA,2,,
DOUES,FARE PER FERMARE IL DECLINO,1,,
DOUES,CASAPOUND ITALIA,0,,
EMARESE,VALLEE D'AOSTE,78,,
EMARESE,AUTONOMIE LIBERTE' DEMOCRATIE,24,,
EMARESE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,24,,
EMARESE,UNIONE DI CENTRO,6,,
EMARESE,LEGA NORD,3,,
EMARESE,LA DESTRA,2,,
EMARESE,CASAPOUND ITALIA,0,,
EMARESE,FARE PER FERMARE IL DECLINO,0,,
EMARESE,NATION VAL D'OUTA,0,,
ETROUBLES,VALLEE D'AOSTE,100,,
ETROUBLES,AUTONOMIE LIBERTE' DEMOCRATIE,79,,
ETROUBLES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
ETROUBLES,FARE PER FERMARE IL DECLINO,11,,
ETROUBLES,LA DESTRA,8,,
ETROUBLES,LEGA NORD,5,,
ETROUBLES,UNIONE DI CENTRO,3,,
ETROUBLES,NATION VAL D'OUTA,2,,
ETROUBLES,CASAPOUND ITALIA,1,,
FENIS,AUTONOMIE LIBERTE' DEMOCRATIE,329,,
FENIS,VALLEE D'AOSTE,283,,
FENIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,231,,
FENIS,LA DESTRA,27,,
FENIS,LEGA NORD,19,,
FENIS,UNIONE DI CENTRO,11,,
FENIS,CASAPOUND ITALIA,7,,
FENIS,FARE PER FERMARE IL DECLINO,3,,
FENIS,NATION VAL D'OUTA,2,,
FONTAINEMORE,VALLEE D'AOSTE,102,,
FONTAINEMORE,AUTONOMIE LIBERTE' DEMOCRATIE,90,,
FONTAINEMORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,25,,
FONTAINEMORE,UNIONE DI CENTRO,6,,
FONTAINEMORE,LEGA NORD,3,,
FONTAINEMORE,LA DESTRA,3,,
FONTAINEMORE,CASAPOUND ITALIA,1,,
FONTAINEMORE,FARE PER FERMARE IL DECLINO,1,,
FONTAINEMORE,NATION VAL D'OUTA,0,,
GABY,VALLEE D'AOSTE,128,,
GABY,AUTONOMIE LIBERTE' DEMOCRATIE,76,,
GABY,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,50,,
GABY,FARE PER FERMARE IL DECLINO,11,,
GABY,LEGA NORD,8,,
GABY,UNIONE DI CENTRO,6,,
GABY,CASAPOUND ITALIA,1,,
GABY,LA DESTRA,0,,
GABY,NATION VAL D'OUTA,0,,
GIGNOD,AUTONOMIE LIBERTE' DEMOCRATIE,277,,
GIGNOD,VALLEE D'AOSTE,251,,
GIGNOD,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,225,,
GIGNOD,LEGA NORD,18,,
GIGNOD,LA DESTRA,18,,
GIGNOD,FARE PER FERMARE IL DECLINO,16,,
GIGNOD,UNIONE DI CENTRO,13,,
GIGNOD,CASAPOUND ITALIA,7,,
GIGNOD,NATION VAL D'OUTA,5,,
GRESSAN,AUTONOMIE LIBERTE' DEMOCRATIE,676,,
GRESSAN,VALLEE D'AOSTE,581,,
GRESSAN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,381,,
GRESSAN,LA DESTRA,59,,
GRESSAN,LEGA NORD,47,,
GRESSAN,FARE PER FERMARE IL DECLINO,29,,
GRESSAN,UNIONE DI CENTRO,25,,
GRESSAN,CASAPOUND ITALIA,11,,
GRESSAN,NATION VAL D'OUTA,7,,
GRESSONEY-LA-TRINITE',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,52,,
GRESSONEY-LA-TRINITE',AUTONOMIE LIBERTE' DEMOCRATIE,45,,
GRESSONEY-LA-TRINITE',VALLEE D'AOSTE,41,,
GRESSONEY-LA-TRINITE',LEGA NORD,12,,
GRESSONEY-LA-TRINITE',UNIONE DI CENTRO,5,,
GRESSONEY-LA-TRINITE',FARE PER FERMARE IL DECLINO,2,,
GRESSONEY-LA-TRINITE',LA DESTRA,2,,
GRESSONEY-LA-TRINITE',NATION VAL D'OUTA,0,,
GRESSONEY-LA-TRINITE',CASAPOUND ITALIA,0,,
GRESSONEY-SAINT-JEAN,VALLEE D'AOSTE,160,,
GRESSONEY-SAINT-JEAN,AUTONOMIE LIBERTE' DEMOCRATIE,115,,
GRESSONEY-SAINT-JEAN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,85,,
GRESSONEY-SAINT-JEAN,LEGA NORD,26,,
GRESSONEY-SAINT-JEAN,LA DESTRA,15,,
GRESSONEY-SAINT-JEAN,UNIONE DI CENTRO,14,,
GRESSONEY-SAINT-JEAN,CASAPOUND ITALIA,1,,
GRESSONEY-SAINT-JEAN,FARE PER FERMARE IL DECLINO,1,,
GRESSONEY-SAINT-JEAN,NATION VAL D'OUTA,1,,
HONE,VALLEE D'AOSTE,282,,
HONE,AUTONOMIE LIBERTE' DEMOCRATIE,171,,
HONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,153,,
HONE,LEGA NORD,18,,
HONE,UNIONE DI CENTRO,8,,
HONE,LA DESTRA,8,,
HONE,NATION VAL D'OUTA,6,,
HONE,CASAPOUND ITALIA,5,,
HONE,FARE PER FERMARE IL DECLINO,4,,
INTROD,AUTONOMIE LIBERTE' DEMOCRATIE,149,,
INTROD,VALLEE D'AOSTE,123,,
INTROD,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,31,,
INTROD,UNIONE DI CENTRO,5,,
INTROD,LEGA NORD,4,,
INTROD,LA DESTRA,3,,
INTROD,FARE PER FERMARE IL DECLINO,1,,
INTROD,NATION VAL D'OUTA,1,,
INTROD,CASAPOUND ITALIA,0,,
ISSIME,VALLEE D'AOSTE,108,,
ISSIME,AUTONOMIE LIBERTE' DEMOCRATIE,43,,
ISSIME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,33,,
ISSIME,LEGA NORD,15,,
ISSIME,LA DESTRA,9,,
ISSIME,UNIONE DI CENTRO,2,,
ISSIME,CASAPOUND ITALIA,0,,
ISSIME,FARE PER FERMARE IL DECLINO,0,,
ISSIME,NATION VAL D'OUTA,0,,
ISSOGNE,VALLEE D'AOSTE,392,,
ISSOGNE,AUTONOMIE LIBERTE' DEMOCRATIE,255,,
ISSOGNE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,109,,
ISSOGNE,LEGA NORD,18,,
ISSOGNE,UNIONE DI CENTRO,5,,
ISSOGNE,LA DESTRA,4,,
ISSOGNE,FARE PER FERMARE IL DECLINO,3,,
ISSOGNE,CASAPOUND ITALIA,2,,
ISSOGNE,NATION VAL D'OUTA,2,,
JOVENCAN,AUTONOMIE LIBERTE' DEMOCRATIE,167,,
JOVENCAN,VALLEE D'AOSTE,121,,
JOVENCAN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,53,,
JOVENCAN,LA DESTRA,19,,
JOVENCAN,UNIONE DI CENTRO,8,,
JOVENCAN,LEGA NORD,5,,
JOVENCAN,CASAPOUND ITALIA,5,,
JOVENCAN,NATION VAL D'OUTA,3,,
JOVENCAN,FARE PER FERMARE IL DECLINO,1,,
LA MAGDELEINE,VALLEE D'AOSTE,29,,
LA MAGDELEINE,AUTONOMIE LIBERTE' DEMOCRATIE,22,,
LA MAGDELEINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,10,,
LA MAGDELEINE,LEGA NORD,4,,
LA MAGDELEINE,UNIONE DI CENTRO,2,,
LA MAGDELEINE,LA DESTRA,2,,
LA MAGDELEINE,NATION VAL D'OUTA,1,,
LA MAGDELEINE,CASAPOUND ITALIA,0,,
LA MAGDELEINE,FARE PER FERMARE IL DECLINO,0,,
LA SALLE,VALLEE D'AOSTE,312,,
LA SALLE,AUTONOMIE LIBERTE' DEMOCRATIE,299,,
LA SALLE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,200,,
LA SALLE,LA DESTRA,52,,
LA SALLE,LEGA NORD,44,,
LA SALLE,UNIONE DI CENTRO,32,,
LA SALLE,FARE PER FERMARE IL DECLINO,20,,
LA SALLE,CASAPOUND ITALIA,7,,
LA SALLE,NATION VAL D'OUTA,2,,
LA THUILE,VALLEE D'AOSTE,201,,
LA THUILE,AUTONOMIE LIBERTE' DEMOCRATIE,81,,
LA THUILE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,74,,
LA THUILE,LEGA NORD,21,,
LA THUILE,LA DESTRA,19,,
LA THUILE,UNIONE DI CENTRO,9,,
LA THUILE,FARE PER FERMARE IL DECLINO,4,,
LA THUILE,CASAPOUND ITALIA,2,,
LA THUILE,NATION VAL D'OUTA,2,,
LILLIANES,VALLEE D'AOSTE,131,,
LILLIANES,AUTONOMIE LIBERTE' DEMOCRATIE,44,,
LILLIANES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,31,,
LILLIANES,LEGA NORD,7,,
LILLIANES,LA DESTRA,6,,
LILLIANES,UNIONE DI CENTRO,2,,
LILLIANES,NATION VAL D'OUTA,1,,
LILLIANES,CASAPOUND ITALIA,0,,
LILLIANES,FARE PER FERMARE IL DECLINO,0,,
MONTJOVET,VALLEE D'AOSTE,488,,
MONTJOVET,AUTONOMIE LIBERTE' DEMOCRATIE,205,,
MONTJOVET,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,190,,
MONTJOVET,LEGA NORD,32,,
MONTJOVET,LA DESTRA,27,,
MONTJOVET,UNIONE DI CENTRO,7,,
MONTJOVET,CASAPOUND ITALIA,3,,
MONTJOVET,FARE PER FERMARE IL DECLINO,3,,
MONTJOVET,NATION VAL D'OUTA,0,,
MORGEX,AUTONOMIE LIBERTE' DEMOCRATIE,370,,
MORGEX,VALLEE D'AOSTE,315,,
MORGEX,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,180,,
MORGEX,LEGA NORD,63,,
MORGEX,LA DESTRA,52,,
MORGEX,UNIONE DI CENTRO,28,,
MORGEX,FARE PER FERMARE IL DECLINO,16,,
MORGEX,CASAPOUND ITALIA,13,,
MORGEX,NATION VAL D'OUTA,2,,
NUS,VALLEE D'AOSTE,573,,
NUS,AUTONOMIE LIBERTE' DEMOCRATIE,457,,
NUS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,323,,
NUS,LEGA NORD,56,,
NUS,LA DESTRA,49,,
NUS,FARE PER FERMARE IL DECLINO,25,,
NUS,UNIONE DI CENTRO,18,,
NUS,CASAPOUND ITALIA,16,,
NUS,NATION VAL D'OUTA,6,,
OLLOMONT,VALLEE D'AOSTE,37,,
OLLOMONT,AUTONOMIE LIBERTE' DEMOCRATIE,29,,
OLLOMONT,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,25,,
OLLOMONT,LA DESTRA,6,,
OLLOMONT,FARE PER FERMARE IL DECLINO,1,,
OLLOMONT,LEGA NORD,1,,
OLLOMONT,CASAPOUND ITALIA,0,,
OLLOMONT,UNIONE DI CENTRO,0,,
OLLOMONT,NATION VAL D'OUTA,0,,
OYACE,VALLEE D'AOSTE,50,,
OYACE,AUTONOMIE LIBERTE' DEMOCRATIE,50,,
OYACE,LA DESTRA,7,,
OYACE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,7,,
OYACE,LEGA NORD,3,,
OYACE,FARE PER FERMARE IL DECLINO,2,,
OYACE,UNIONE DI CENTRO,1,,
OYACE,CASAPOUND ITALIA,1,,
OYACE,NATION VAL D'OUTA,0,,
PERLOZ,VALLEE D'AOSTE,128,,
PERLOZ,AUTONOMIE LIBERTE' DEMOCRATIE,56,,
PERLOZ,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,41,,
PERLOZ,LEGA NORD,8,,
PERLOZ,LA DESTRA,8,,
PERLOZ,UNIONE DI CENTRO,4,,
PERLOZ,NATION VAL D'OUTA,2,,
PERLOZ,CASAPOUND ITALIA,1,,
PERLOZ,FARE PER FERMARE IL DECLINO,1,,
POLLEIN,VALLEE D'AOSTE,340,,
POLLEIN,AUTONOMIE LIBERTE' DEMOCRATIE,211,,
POLLEIN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,186,,
POLLEIN,LA DESTRA,63,,
POLLEIN,LEGA NORD,30,,
POLLEIN,CASAPOUND ITALIA,14,,
POLLEIN,UNIONE DI CENTRO,13,,
POLLEIN,FARE PER FERMARE IL DECLINO,4,,
POLLEIN,NATION VAL D'OUTA,4,,
PONT-SAINT-MARTIN,VALLEE D'AOSTE,853,,
PONT-SAINT-MARTIN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,505,,
PONT-SAINT-MARTIN,AUTONOMIE LIBERTE' DEMOCRATIE,461,,
PONT-SAINT-MARTIN,LEGA NORD,82,,
PONT-SAINT-MARTIN,UNIONE DI CENTRO,64,,
PONT-SAINT-MARTIN,LA DESTRA,49,,
PONT-SAINT-MARTIN,FARE PER FERMARE IL DECLINO,22,,
PONT-SAINT-MARTIN,CASAPOUND ITALIA,18,,
PONT-SAINT-MARTIN,NATION VAL D'OUTA,8,,
PONTBOSET,VALLEE D'AOSTE,53,,
PONTBOSET,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,28,,
PONTBOSET,AUTONOMIE LIBERTE' DEMOCRATIE,17,,
PONTBOSET,LEGA NORD,3,,
PONTBOSET,UNIONE DI CENTRO,3,,
PONTBOSET,FARE PER FERMARE IL DECLINO,1,,
PONTBOSET,LA DESTRA,1,,
PONTBOSET,CASAPOUND ITALIA,0,,
PONTBOSET,NATION VAL D'OUTA,0,,
PONTEY,VALLEE D'AOSTE,189,,
PONTEY,AUTONOMIE LIBERTE' DEMOCRATIE,138,,
PONTEY,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,76,,
PONTEY,LEGA NORD,19,,
PONTEY,UNIONE DI CENTRO,7,,
PONTEY,LA DESTRA,7,,
PONTEY,FARE PER FERMARE IL DECLINO,4,,
PONTEY,CASAPOUND ITALIA,1,,
PONTEY,NATION VAL D'OUTA,1,,
PRE'-SAINT-DIDIER,VALLEE D'AOSTE,212,,
PRE'-SAINT-DIDIER,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,105,,
PRE'-SAINT-DIDIER,AUTONOMIE LIBERTE' DEMOCRATIE,94,,
PRE'-SAINT-DIDIER,LA DESTRA,32,,
PRE'-SAINT-DIDIER,LEGA NORD,25,,
PRE'-SAINT-DIDIER,UNIONE DI CENTRO,18,,
PRE'-SAINT-DIDIER,FARE PER FERMARE IL DECLINO,8,,
PRE'-SAINT-DIDIER,CASAPOUND ITALIA,4,,
PRE'-SAINT-DIDIER,NATION VAL D'OUTA,2,,
QUART,VALLEE D'AOSTE,709,,
QUART,AUTONOMIE LIBERTE' DEMOCRATIE,633,,
QUART,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,542,,
QUART,LEGA NORD,76,,
QUART,LA DESTRA,55,,
QUART,UNIONE DI CENTRO,54,,
QUART,FARE PER FERMARE IL DECLINO,23,,
QUART,CASAPOUND ITALIA,12,,
QUART,NATION VAL D'OUTA,5,,
RHEMES-NOTRE-DAME,VALLEE D'AOSTE,18,,
RHEMES-NOTRE-DAME,AUTONOMIE LIBERTE' DEMOCRATIE,15,,
RHEMES-NOTRE-DAME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,6,,
RHEMES-NOTRE-DAME,LA DESTRA,2,,
RHEMES-NOTRE-DAME,LEGA NORD,1,,
RHEMES-NOTRE-DAME,UNIONE DI CENTRO,1,,
RHEMES-NOTRE-DAME,CASAPOUND ITALIA,0,,
RHEMES-NOTRE-DAME,FARE PER FERMARE IL DECLINO,0,,
RHEMES-NOTRE-DAME,NATION VAL D'OUTA,0,,
RHEMES-SAINT-GEORGES,AUTONOMIE LIBERTE' DEMOCRATIE,45,,
RHEMES-SAINT-GEORGES,VALLEE D'AOSTE,38,,
RHEMES-SAINT-GEORGES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,16,,
