Ente,Liste/Gruppi,Voti,,
CAVEDINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,332,,
CAVEDINE,RIVOLUZIONE CIVILE,42,,
CAVEDINE,MIR - MODERATI IN RIVOLUZIONE,25,,
CAVEDINE,FARE PER FERMARE IL DECLINO,20,,
CAVIZZANA,SVP - PATT - PD - UPT,79,,
CAVIZZANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,30,,
CAVIZZANA,IL POPOLO DELLA LIBERTA' - LEGA NORD,24,,
CAVIZZANA,RIVOLUZIONE CIVILE,2,,
CAVIZZANA,MIR - MODERATI IN RIVOLUZIONE,0,,
CAVIZZANA,FARE PER FERMARE IL DECLINO,0,,
CEMBRA,IL POPOLO DELLA LIBERTA' - LEGA NORD,333,,
CEMBRA,SVP - PATT - PD - UPT,323,,
CEMBRA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,185,,
CEMBRA,FARE PER FERMARE IL DECLINO,27,,
CEMBRA,RIVOLUZIONE CIVILE,25,,
CEMBRA,MIR - MODERATI IN RIVOLUZIONE,6,,
CIMONE,SVP - PATT - PD - UPT,174,,
CIMONE,IL POPOLO DELLA LIBERTA' - LEGA NORD,109,,
CIMONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,91,,
CIMONE,FARE PER FERMARE IL DECLINO,11,,
CIMONE,RIVOLUZIONE CIVILE,10,,
CIMONE,MIR - MODERATI IN RIVOLUZIONE,3,,
CIS,SVP - PATT - PD - UPT,111,,
CIS,IL POPOLO DELLA LIBERTA' - LEGA NORD,24,,
CIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,24,,
CIS,RIVOLUZIONE CIVILE,2,,
CIS,MIR - MODERATI IN RIVOLUZIONE,1,,
CIS,FARE PER FERMARE IL DECLINO,1,,
CLES,SVP - PATT - PD - UPT,1752,,
CLES,IL POPOLO DELLA LIBERTA' - LEGA NORD,952,,
CLES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,601,,
CLES,FARE PER FERMARE IL DECLINO,107,,
CLES,RIVOLUZIONE CIVILE,77,,
CLES,MIR - MODERATI IN RIVOLUZIONE,26,,
CLOZ,SVP - PATT - PD - UPT,207,,
CLOZ,IL POPOLO DELLA LIBERTA' - LEGA NORD,97,,
CLOZ,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,36,,
CLOZ,RIVOLUZIONE CIVILE,14,,
CLOZ,FARE PER FERMARE IL DECLINO,3,,
CLOZ,MIR - MODERATI IN RIVOLUZIONE,2,,
COMMEZZADURA,SVP - PATT - PD - UPT,219,,
COMMEZZADURA,IL POPOLO DELLA LIBERTA' - LEGA NORD,104,,
COMMEZZADURA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,73,,
COMMEZZADURA,RIVOLUZIONE CIVILE,7,,
COMMEZZADURA,FARE PER FERMARE IL DECLINO,5,,
COMMEZZADURA,MIR - MODERATI IN RIVOLUZIONE,4,,
COREDO,SVP - PATT - PD - UPT,411,,
COREDO,IL POPOLO DELLA LIBERTA' - LEGA NORD,202,,
COREDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,137,,
COREDO,RIVOLUZIONE CIVILE,28,,
COREDO,FARE PER FERMARE IL DECLINO,25,,
COREDO,MIR - MODERATI IN RIVOLUZIONE,8,,
CROVIANA,SVP - PATT - PD - UPT,151,,
CROVIANA,IL POPOLO DELLA LIBERTA' - LEGA NORD,102,,
CROVIANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,62,,
CROVIANA,MIR - MODERATI IN RIVOLUZIONE,9,,
CROVIANA,RIVOLUZIONE CIVILE,9,,
CROVIANA,FARE PER FERMARE IL DECLINO,8,,
CUNEVO,SVP - PATT - PD - UPT,158,,
CUNEVO,IL POPOLO DELLA LIBERTA' - LEGA NORD,83,,
CUNEVO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,60,,
CUNEVO,FARE PER FERMARE IL DECLINO,7,,
CUNEVO,RIVOLUZIONE CIVILE,4,,
CUNEVO,MIR - MODERATI IN RIVOLUZIONE,3,,
DAMBEL,SVP - PATT - PD - UPT,148,,
DAMBEL,IL POPOLO DELLA LIBERTA' - LEGA NORD,24,,
DAMBEL,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,19,,
DAMBEL,MIR - MODERATI IN RIVOLUZIONE,3,,
DAMBEL,FARE PER FERMARE IL DECLINO,2,,
DAMBEL,RIVOLUZIONE CIVILE,1,,
DENNO,SVP - PATT - PD - UPT,367,,
DENNO,IL POPOLO DELLA LIBERTA' - LEGA NORD,136,,
DENNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,116,,
DENNO,FARE PER FERMARE IL DECLINO,12,,
DENNO,RIVOLUZIONE CIVILE,7,,
DENNO,MIR - MODERATI IN RIVOLUZIONE,4,,
DIMARO,SVP - PATT - PD - UPT,261,,
DIMARO,IL POPOLO DELLA LIBERTA' - LEGA NORD,220,,
DIMARO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,124,,
DIMARO,FARE PER FERMARE IL DECLINO,16,,
DIMARO,RIVOLUZIONE CIVILE,7,,
DIMARO,MIR - MODERATI IN RIVOLUZIONE,6,,
DON,SVP - PATT - PD - UPT,54,,
DON,IL POPOLO DELLA LIBERTA' - LEGA NORD,49,,
DON,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,23,,
DON,RIVOLUZIONE CIVILE,5,,
DON,FARE PER FERMARE IL DECLINO,3,,
DON,MIR - MODERATI IN RIVOLUZIONE,0,,
FAEDO,SVP - PATT - PD - UPT,191,,
FAEDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,60,,
FAEDO,IL POPOLO DELLA LIBERTA' - LEGA NORD,57,,
FAEDO,FARE PER FERMARE IL DECLINO,12,,
FAEDO,RIVOLUZIONE CIVILE,7,,
FAEDO,MIR - MODERATI IN RIVOLUZIONE,0,,
FAI DELLA PAGANELLA,SVP - PATT - PD - UPT,218,,
FAI DELLA PAGANELLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,102,,
FAI DELLA PAGANELLA,IL POPOLO DELLA LIBERTA' - LEGA NORD,99,,
FAI DELLA PAGANELLA,FARE PER FERMARE IL DECLINO,19,,
FAI DELLA PAGANELLA,RIVOLUZIONE CIVILE,9,,
FAI DELLA PAGANELLA,MIR - MODERATI IN RIVOLUZIONE,4,,
FAVER,SVP - PATT - PD - UPT,198,,
FAVER,IL POPOLO DELLA LIBERTA' - LEGA NORD,125,,
FAVER,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,100,,
FAVER,FARE PER FERMARE IL DECLINO,9,,
FAVER,RIVOLUZIONE CIVILE,3,,
FAVER,MIR - MODERATI IN RIVOLUZIONE,1,,
FLAVON,SVP - PATT - PD - UPT,142,,
FLAVON,IL POPOLO DELLA LIBERTA' - LEGA NORD,76,,
FLAVON,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,54,,
FLAVON,RIVOLUZIONE CIVILE,8,,
FLAVON,FARE PER FERMARE IL DECLINO,6,,
FLAVON,MIR - MODERATI IN RIVOLUZIONE,0,,
FONDO,SVP - PATT - PD - UPT,327,,
FONDO,IL POPOLO DELLA LIBERTA' - LEGA NORD,175,,
FONDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,111,,
FONDO,RIVOLUZIONE CIVILE,16,,
FONDO,FARE PER FERMARE IL DECLINO,11,,
FONDO,MIR - MODERATI IN RIVOLUZIONE,1,,
GARNIGA TERME,SVP - PATT - PD - UPT,106,,
GARNIGA TERME,IL POPOLO DELLA LIBERTA' - LEGA NORD,46,,
GARNIGA TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,43,,
GARNIGA TERME,FARE PER FERMARE IL DECLINO,5,,
GARNIGA TERME,RIVOLUZIONE CIVILE,5,,
GARNIGA TERME,MIR - MODERATI IN RIVOLUZIONE,3,,
GIOVO,SVP - PATT - PD - UPT,800,,
GIOVO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305,,
GIOVO,IL POPOLO DELLA LIBERTA' - LEGA NORD,236,,
GIOVO,RIVOLUZIONE CIVILE,34,,
GIOVO,FARE PER FERMARE IL DECLINO,23,,
GIOVO,MIR - MODERATI IN RIVOLUZIONE,5,,
GRAUNO,SVP - PATT - PD - UPT,38,,
GRAUNO,IL POPOLO DELLA LIBERTA' - LEGA NORD,17,,
GRAUNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,14,,
GRAUNO,RIVOLUZIONE CIVILE,2,,
GRAUNO,MIR - MODERATI IN RIVOLUZIONE,1,,
GRAUNO,FARE PER FERMARE IL DECLINO,1,,
GRUMES,SVP - PATT - PD - UPT,162,,
GRUMES,IL POPOLO DELLA LIBERTA' - LEGA NORD,41,,
GRUMES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,27,,
GRUMES,RIVOLUZIONE CIVILE,8,,
GRUMES,FARE PER FERMARE IL DECLINO,1,,
GRUMES,MIR - MODERATI IN RIVOLUZIONE,0,,
LASINO,SVP - PATT - PD - UPT,341,,
LASINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,193,,
LASINO,IL POPOLO DELLA LIBERTA' - LEGA NORD,172,,
LASINO,RIVOLUZIONE CIVILE,28,,
LASINO,FARE PER FERMARE IL DECLINO,17,,
LASINO,MIR - MODERATI IN RIVOLUZIONE,3,,
LAVIS,SVP - PATT - PD - UPT,2034,,
LAVIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1102,,
LAVIS,IL POPOLO DELLA LIBERTA' - LEGA NORD,1045,,
LAVIS,RIVOLUZIONE CIVILE,122,,
LAVIS,FARE PER FERMARE IL DECLINO,116,,
LAVIS,MIR - MODERATI IN RIVOLUZIONE,26,,
LISIGNAGO,SVP - PATT - PD - UPT,104,,
LISIGNAGO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,80,,
LISIGNAGO,IL POPOLO DELLA LIBERTA' - LEGA NORD,59,,
LISIGNAGO,FARE PER FERMARE IL DECLINO,8,,
LISIGNAGO,RIVOLUZIONE CIVILE,5,,
LISIGNAGO,MIR - MODERATI IN RIVOLUZIONE,1,,
LIVO,SVP - PATT - PD - UPT,208,,
LIVO,IL POPOLO DELLA LIBERTA' - LEGA NORD,137,,
LIVO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,67,,
LIVO,FARE PER FERMARE IL DECLINO,5,,
LIVO,RIVOLUZIONE CIVILE,3,,
LIVO,MIR - MODERATI IN RIVOLUZIONE,2,,
LONA-LASES,SVP - PATT - PD - UPT,148,,
LONA-LASES,IL POPOLO DELLA LIBERTA' - LEGA NORD,125,,
LONA-LASES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,74,,
LONA-LASES,RIVOLUZIONE CIVILE,34,,
LONA-LASES,FARE PER FERMARE IL DECLINO,12,,
LONA-LASES,MIR - MODERATI IN RIVOLUZIONE,2,,
MALE',SVP - PATT - PD - UPT,508,,
MALE',IL POPOLO DELLA LIBERTA' - LEGA NORD,247,,
MALE',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,217,,
MALE',RIVOLUZIONE CIVILE,21,,
MALE',FARE PER FERMARE IL DECLINO,14,,
MALE',MIR - MODERATI IN RIVOLUZIONE,13,,
MALOSCO,SVP - PATT - PD - UPT,82,,
MALOSCO,IL POPOLO DELLA LIBERTA' - LEGA NORD,59,,
MALOSCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,35,,
MALOSCO,FARE PER FERMARE IL DECLINO,4,,
MALOSCO,MIR - MODERATI IN RIVOLUZIONE,2,,
MALOSCO,RIVOLUZIONE CIVILE,1,,
MEZZANA,SVP - PATT - PD - UPT,176,,
MEZZANA,IL POPOLO DELLA LIBERTA' - LEGA NORD,118,,
MEZZANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,69,,
MEZZANA,RIVOLUZIONE CIVILE,10,,
MEZZANA,FARE PER FERMARE IL DECLINO,6,,
MEZZANA,MIR - MODERATI IN RIVOLUZIONE,2,,
MEZZOCORONA,SVP - PATT - PD - UPT,1360,,
MEZZOCORONA,IL POPOLO DELLA LIBERTA' - LEGA NORD,664,,
MEZZOCORONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,582,,
MEZZOCORONA,FARE PER FERMARE IL DECLINO,85,,
MEZZOCORONA,RIVOLUZIONE CIVILE,59,,
MEZZOCORONA,MIR - MODERATI IN RIVOLUZIONE,30,,
MEZZOLOMBARDO,SVP - PATT - PD - UPT,1427,,
MEZZOLOMBARDO,IL POPOLO DELLA LIBERTA' - LEGA NORD,936,,
MEZZOLOMBARDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,848,,
MEZZOLOMBARDO,RIVOLUZIONE CIVILE,115,,
MEZZOLOMBARDO,FARE PER FERMARE IL DECLINO,90,,
MEZZOLOMBARDO,MIR - MODERATI IN RIVOLUZIONE,39,,
MOLVENO,SVP - PATT - PD - UPT,234,,
MOLVENO,IL POPOLO DELLA LIBERTA' - LEGA NORD,197,,
MOLVENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,110,,
MOLVENO,FARE PER FERMARE IL DECLINO,27,,
MOLVENO,RIVOLUZIONE CIVILE,14,,
MOLVENO,MIR - MODERATI IN RIVOLUZIONE,3,,
MONCLASSICO,SVP - PATT - PD - UPT,164,,
MONCLASSICO,IL POPOLO DELLA LIBERTA' - LEGA NORD,132,,
MONCLASSICO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,59,,
MONCLASSICO,MIR - MODERATI IN RIVOLUZIONE,10,,
MONCLASSICO,FARE PER FERMARE IL DECLINO,7,,
MONCLASSICO,RIVOLUZIONE CIVILE,6,,
NANNO,SVP - PATT - PD - UPT,206,,
NANNO,IL POPOLO DELLA LIBERTA' - LEGA NORD,60,,
NANNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,47,,
NANNO,FARE PER FERMARE IL DECLINO,8,,
NANNO,RIVOLUZIONE CIVILE,7,,
NANNO,MIR - MODERATI IN RIVOLUZIONE,1,,
NAVE SAN ROCCO,SVP - PATT - PD - UPT,366,,
NAVE SAN ROCCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,154,,
NAVE SAN ROCCO,IL POPOLO DELLA LIBERTA' - LEGA NORD,130,,
NAVE SAN ROCCO,RIVOLUZIONE CIVILE,19,,
NAVE SAN ROCCO,MIR - MODERATI IN RIVOLUZIONE,13,,
NAVE SAN ROCCO,FARE PER FERMARE IL DECLINO,8,,
OSSANA,SVP - PATT - PD - UPT,249,,
OSSANA,IL POPOLO DELLA LIBERTA' - LEGA NORD,87,,
OSSANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,78,,
OSSANA,RIVOLUZIONE CIVILE,3,,
OSSANA,MIR - MODERATI IN RIVOLUZIONE,2,,
OSSANA,FARE PER FERMARE IL DECLINO,2,,
PADERGNONE,SVP - PATT - PD - UPT,191,,
PADERGNONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,95,,
PADERGNONE,IL POPOLO DELLA LIBERTA' - LEGA NORD,94,,
PADERGNONE,FARE PER FERMARE IL DECLINO,10,,
PADERGNONE,RIVOLUZIONE CIVILE,6,,
PADERGNONE,MIR - MODERATI IN RIVOLUZIONE,4,,
PEIO,SVP - PATT - PD - UPT,560,,
PEIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,194,,
PEIO,IL POPOLO DELLA LIBERTA' - LEGA NORD,186,,
PEIO,RIVOLUZIONE CIVILE,17,,
PEIO,FARE PER FERMARE IL DECLINO,13,,
PEIO,MIR - MODERATI IN RIVOLUZIONE,7,,
PELLIZZANO,SVP - PATT - PD - UPT,206,,
PELLIZZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,100,,
PELLIZZANO,IL POPOLO DELLA LIBERTA' - LEGA NORD,58,,
PELLIZZANO,RIVOLUZIONE CIVILE,14,,
PELLIZZANO,FARE PER FERMARE IL DECLINO,4,,
PELLIZZANO,MIR - MODERATI IN RIVOLUZIONE,2,,
RABBI,SVP - PATT - PD - UPT,362,,
RABBI,IL POPOLO DELLA LIBERTA' - LEGA NORD,163,,
RABBI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,123,,
RABBI,RIVOLUZIONE CIVILE,19,,
RABBI,FARE PER FERMARE IL DECLINO,6,,
RABBI,MIR - MODERATI IN RIVOLUZIONE,5,,
REVO',SVP - PATT - PD - UPT,356,,
REVO',IL POPOLO DELLA LIBERTA' - LEGA NORD,111,,
REVO',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,97,,
REVO',FARE PER FERMARE IL DECLINO,12,,
REVO',RIVOLUZIONE CIVILE,11,,
REVO',MIR - MODERATI IN RIVOLUZIONE,4,,
ROMALLO,SVP - PATT - PD - UPT,188,,
ROMALLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,60,,
ROMALLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,39,,
ROMALLO,FARE PER FERMARE IL DECLINO,12,,
ROMALLO,RIVOLUZIONE CIVILE,6,,
ROMALLO,MIR - MODERATI IN RIVOLUZIONE,3,,
ROMENO,SVP - PATT - PD - UPT,374,,
ROMENO,IL POPOLO DELLA LIBERTA' - LEGA NORD,187,,
ROMENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,105,,
ROMENO,RIVOLUZIONE CIVILE,12,,
ROMENO,MIR - MODERATI IN RIVOLUZIONE,9,,
ROMENO,FARE PER FERMARE IL DECLINO,8,,
RONZONE,SVP - PATT - PD - UPT,82,,
RONZONE,IL POPOLO DELLA LIBERTA' - LEGA NORD,56,,
RONZONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,36,,
RONZONE,MIR - MODERATI IN RIVOLUZIONE,6,,
RONZONE,RIVOLUZIONE CIVILE,5,,
RONZONE,FARE PER FERMARE IL DECLINO,4,,
ROVERE' DELLA LUNA,SVP - PATT - PD - UPT,360,,
ROVERE' DELLA LUNA,IL POPOLO DELLA LIBERTA' - LEGA NORD,223,,
ROVERE' DELLA LUNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,205,,
ROVERE' DELLA LUNA,RIVOLUZIONE CIVILE,30,,
ROVERE' DELLA LUNA,FARE PER FERMARE IL DECLINO,16,,
ROVERE' DELLA LUNA,MIR - MODERATI IN RIVOLUZIONE,7,,
RUFFRE'-MENDOLA,SVP - PATT - PD - UPT,125,,
RUFFRE'-MENDOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,47,,
RUFFRE'-MENDOLA,IL POPOLO DELLA LIBERTA' - LEGA NORD,45,,
RUFFRE'-MENDOLA,MIR - MODERATI IN RIVOLUZIONE,2,,
RUFFRE'-MENDOLA,FARE PER FERMARE IL DECLINO,2,,
RUFFRE'-MENDOLA,RIVOLUZIONE CIVILE,2,,
RUMO,SVP - PATT - PD - UPT,262,,
RUMO,IL POPOLO DELLA LIBERTA' - LEGA NORD,94,,
RUMO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,60,,
RUMO,FARE PER FERMARE IL DECLINO,9,,
RUMO,RIVOLUZIONE CIVILE,9,,
RUMO,MIR - MODERATI IN RIVOLUZIONE,2,,
SAN MICHELE ALL'ADIGE,SVP - PATT - PD - UPT,664,,
SAN MICHELE ALL'ADIGE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,338,,
SAN MICHELE ALL'ADIGE,IL POPOLO DELLA LIBERTA' - LEGA NORD,299,,
SAN MICHELE ALL'ADIGE,RIVOLUZIONE CIVILE,52,,
SAN MICHELE ALL'ADIGE,FARE PER FERMARE IL DECLINO,32,,
SAN MICHELE ALL'ADIGE,MIR - MODERATI IN RIVOLUZIONE,16,,
SANZENO,SVP - PATT - PD - UPT,231,,
SANZENO,IL POPOLO DELLA LIBERTA' - LEGA NORD,156,,
SANZENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,62,,
SANZENO,RIVOLUZIONE CIVILE,12,,
SANZENO,FARE PER FERMARE IL DECLINO,8,,
SANZENO,MIR - MODERATI IN RIVOLUZIONE,4,,
SARNONICO,SVP - PATT - PD - UPT,164,,
SARNONICO,IL POPOLO DELLA LIBERTA' - LEGA NORD,92,,
SARNONICO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,83,,
SARNONICO,FARE PER FERMARE IL DECLINO,6,,
SARNONICO,RIVOLUZIONE CIVILE,6,,
SARNONICO,MIR - MODERATI IN RIVOLUZIONE,2,,
SEGONZANO,SVP - PATT - PD - UPT,358,,
SEGONZANO,IL POPOLO DELLA LIBERTA' - LEGA NORD,164,,
SEGONZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,153,,
SEGONZANO,RIVOLUZIONE CIVILE,32,,
SEGONZANO,FARE PER FERMARE IL DECLINO,10,,
SEGONZANO,MIR - MODERATI IN RIVOLUZIONE,3,,
SFRUZ,SVP - PATT - PD - UPT,94,,
SFRUZ,IL POPOLO DELLA LIBERTA' - LEGA NORD,43,,
SFRUZ,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,41,,
SFRUZ,FARE PER FERMARE IL DECLINO,5,,
SFRUZ,RIVOLUZIONE CIVILE,2,,
SFRUZ,MIR - MODERATI IN RIVOLUZIONE,1,,
SMARANO,SVP - PATT - PD - UPT,104,,
SMARANO,IL POPOLO DELLA LIBERTA' - LEGA NORD,73,,
SMARANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,38,,
SMARANO,RIVOLUZIONE CIVILE,9,,
SMARANO,MIR - MODERATI IN RIVOLUZIONE,4,,
SMARANO,FARE PER FERMARE IL DECLINO,4,,
SOVER,SVP - PATT - PD - UPT,258,,
SOVER,IL POPOLO DELLA LIBERTA' - LEGA NORD,96,,
SOVER,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,59,,
SOVER,RIVOLUZIONE CIVILE,18,,
SOVER,MIR - MODERATI IN RIVOLUZIONE,6,,
SOVER,FARE PER FERMARE IL DECLINO,4,,
SPORMAGGIORE,SVP - PATT - PD - UPT,355,,
SPORMAGGIORE,IL POPOLO DELLA LIBERTA' - LEGA NORD,149,,
SPORMAGGIORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,128,,
SPORMAGGIORE,FARE PER FERMARE IL DECLINO,26,,
SPORMAGGIORE,RIVOLUZIONE CIVILE,12,,
SPORMAGGIORE,MIR - MODERATI IN RIVOLUZIONE,5,,
SPORMINORE,SVP - PATT - PD - UPT,218,,
SPORMINORE,IL POPOLO DELLA LIBERTA' - LEGA NORD,98,,
SPORMINORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,50,,
