Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
PALUZZA ,1982,1284,13,55,
PASIAN DI PRATO ,7434,6058,38,159,
PAULARO ,2284,1409,13,96,
PAVIA DI UDINE ,4577,3741,21,138,
POCENIA ,2088,1614,12,54,
PONTEBBA ,1262,890,3,35,
PORPETTO ,2226,1769,13,77,
POVOLETTO ,4620,3614,21,116,
POZZUOLO DEL FRIULI ,5374,4358,23,148,
PRADAMANO ,2878,2417,14,64,
PRATO CARNICO ,812,554,5,28,
PRECENICCO ,1225,962,8,38,
PREMARIACCO ,3352,2733,17,85,
PREONE ,230,161,0,12,
PREPOTTO ,676,500,5,17,
PULFERO ,820,488,1,18,
RAGOGNA ,2435,1732,10,66,
RAVASCLETTO ,485,315,5,19,
RAVEO ,410,297,3,15,
REANA DEL ROJALE ,4033,3166,17,111,
REMANZACCO ,4933,3963,21,113,
RESIA ,961,635,4,53,
RESIUTTA ,256,185,1,6,
RIGOLATO ,434,289,1,9,
RIVE D'ARCANO ,2010,1512,17,75,
RIVIGNANO ,3458,2656,16,91,
RONCHIS ,1670,1314,15,45,
RUDA ,2483,2032,22,68,
SAN DANIELE DEL FRIULI ,6450,4823,19,154,
SAN GIORGIO DI NOGARO ,6136,4704,27,161,
SAN GIOVANNI AL NATISONE ,4637,3655,21,127,
SAN LEONARDO ,932,710,3,26,
SAN PIETRO AL NATISONE ,1794,1366,7,49,
SAN VITO AL TORRE ,1063,847,7,30,
SAN VITO DI FAGAGNA ,1349,1072,6,46,
SANTA MARIA LA LONGA ,1960,1500,7,52,
SAURIS ,335,205,4,11,
SAVOGNA ,396,240,2,9,
SEDEGLIANO ,3061,2397,23,110,
SOCCHIEVE ,792,497,0,35,
STREGNA ,331,188,0,4,
SUTRIO ,1113,783,5,52,
TAIPANA ,523,356,3,13,
TALMASSONS ,3296,2655,27,115,
TARCENTO ,7320,5424,31,214,
TARVISIO ,3758,2645,17,102,
TAVAGNACCO ,11652,9351,48,244,
TEOR ,1538,1172,19,57,
TERZO D'AQUILEIA ,2314,1876,9,53,
TOLMEZZO ,8754,6304,35,272,
TORREANO ,1780,1365,6,56,
TORVISCOSA ,2458,1946,12,69,
TRASAGHIS ,1915,1381,7,63,
TREPPO CARNICO ,516,343,5,22,
TREPPO GRANDE ,1462,1159,3,48,
TRICESIMO ,6101,4797,21,142,
TRIVIGNANO UDINESE ,1379,1111,8,59,
UDINE ,74259,57720,283,1338,
VARMO ,2343,1865,10,61,
VENZONE ,1879,1380,3,48,
VERZEGNIS ,736,520,4,21,
VILLA SANTINA ,1831,1370,15,81,
VILLA VICENTINA ,1094,889,9,33,
VISCO ,605,492,3,15,
ZUGLIO ,500,320,1,13,
