Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
MOZZATE ,6305,4967,49,197,
MUSSO ,853,648,14,38,
NESSO ,989,750,11,29,
NOVEDRATE ,2273,1812,30,75,
OLGIATE COMASCO ,9086,6803,68,277,
OLTRONA DI SAN MAMETTE ,1833,1423,13,70,
ORSENIGO ,2199,1762,22,73,
OSSUCCIO ,812,612,16,36,
PARE' ,1425,1159,16,49,
PEGLIO ,151,115,4,9,
PELLIO INTELVI ,717,523,8,24,
PIANELLO DEL LARIO ,875,703,13,28,
PIGRA ,220,137,3,6,
PLESIO ,678,485,1,28,
POGNANA LARIO ,634,438,2,20,
PONNA ,233,155,4,10,
PONTE LAMBRO ,3253,2518,28,91,
PORLEZZA ,3542,2550,47,116,
PROSERPIO ,749,609,14,20,
PUSIANO ,1058,842,23,43,
RAMPONIO VERNA ,357,294,9,11,
REZZAGO ,252,191,3,8,
RODERO ,979,729,12,32,
RONAGO ,1357,993,9,23,
ROVELLASCA ,5966,4725,37,161,
ROVELLO PORRO ,4680,3532,38,164,
SALA COMACINA ,478,332,13,18,
SAN BARTOLOMEO VAL CAVARGNA ,877,543,14,36,
SAN FEDELE INTELVI ,1249,904,23,46,
SAN FERMO DELLA BATTAGLIA ,3643,2905,25,90,
SAN NAZZARO VAL CAVARGNA ,293,204,1,7,
SAN SIRO ,1472,1102,20,58,
SCHIGNANO ,711,504,7,24,
SENNA COMASCO ,2439,2020,16,72,
SOLBIATE ,2029,1556,17,65,
SORICO ,1005,766,9,28,
SORMANO ,529,398,6,15,
STAZZONA ,539,423,18,47,
TAVERNERIO ,4445,3355,37,124,
TORNO ,946,757,13,31,
TREMEZZO ,1008,777,12,25,
TREZZONE ,196,158,8,16,
TURATE ,6883,5434,53,234,
UGGIATE-TREVANO ,3579,2704,25,111,
VAL REZZO ,153,108,4,5,
VALBRONA ,2048,1524,17,46,
VALMOREA ,2097,1541,10,57,
VALSOLDA ,1266,867,8,43,
VELESO ,176,106,1,7,
VENIANO ,2276,1846,22,63,
VERCANA ,630,522,11,37,
VERTEMATE CON MINOPRIO ,3235,2603,33,92,
VILLA GUARDIA ,6063,4690,43,198,
ZELBIO ,155,105,4,7,
