Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
CERNOBBIO ,5085,3923,31,139,
CIRIMIDO ,1443,1112,14,64,
CIVENNA ,579,452,3,5,
CLAINO CON OSTENO ,410,271,6,17,
COLONNO ,366,300,6,15,
COMO ,59294,43518,377,1251,
CORRIDO ,591,443,8,21,
CREMIA ,554,419,6,27,
CUCCIAGO ,2471,1934,19,84,
CUSINO ,176,135,4,14,
DIZZASCO ,429,282,3,19,
DOMASO ,1135,911,16,37,
DONGO ,2582,2039,32,98,
DOSSO DEL LIRO ,226,158,17,26,
DREZZO ,934,728,9,39,
ERBA ,11964,9184,96,290,
EUPILIO ,2014,1622,25,62,
FAGGETO LARIO ,895,613,4,13,
FALOPPIO ,3285,2526,29,99,
FENEGRO' ,2172,1694,26,84,
FIGINO SERENZA ,3759,2933,32,125,
FINO MORNASCO ,6739,5179,53,197,
GARZENO ,684,491,22,45,
GERA LARIO ,735,592,10,30,
GIRONICO ,1539,1219,8,45,
GRANDATE ,2179,1756,10,59,
GRANDOLA ED UNITI ,957,698,5,32,
GRAVEDONA ED UNITI ,3221,2534,44,142,
GRIANTE ,450,372,10,17,
GUANZATE ,4070,3186,20,100,
INVERIGO ,6647,5241,28,190,
LAGLIO ,740,529,8,15,
LAINO ,383,299,3,16,
LAMBRUGO ,1825,1486,8,36,
LANZO D'INTELVI ,1121,770,8,29,
LASNIGO ,324,245,5,17,
LENNO ,1340,1109,15,48,
LEZZENO ,1468,1085,25,68,
LIMIDO COMASCO ,2662,2056,15,80,
LIPOMO ,4206,3273,23,102,
LIVO ,150,109,10,26,
LOCATE VARESINO ,3034,2446,38,125,
LOMAZZO ,6848,5388,36,168,
LONGONE AL SEGRINO ,1331,1090,10,36,
LUISAGO ,1960,1504,16,58,
LURAGO D'ERBA ,3962,3147,25,86,
LURAGO MARINONE ,1732,1393,12,42,
LURATE CACCIVIO ,7000,5342,72,263,
MAGREGLIO ,468,348,7,18,
MARIANO COMENSE ,16751,13250,127,482,
MASLIANICO ,2452,1892,13,66,
MENAGGIO ,2280,1799,19,55,
MERONE ,2854,2184,20,90,
MEZZEGRA ,711,586,10,27,
MOLTRASIO ,1259,964,7,33,
MONGUZZO ,1551,1219,12,40,
MONTANO LUCINO ,3516,2717,19,91,
MONTEMEZZO ,193,137,7,13,
MONTORFANO ,1966,1541,12,47,
MOZZATE ,5807,4566,33,166,
MUSSO ,791,596,11,29,
NESSO ,926,698,9,26,
NOVEDRATE ,2094,1676,19,59,
OLGIATE COMASCO ,8347,6270,48,231,
OLTRONA DI SAN MAMETTE ,1678,1309,17,61,
ORSENIGO ,2038,1627,32,71,
OSSUCCIO ,751,567,11,34,
PARE' ,1325,1076,12,47,
PEGLIO ,141,108,4,9,
PELLIO INTELVI ,654,475,13,27,
PIANELLO DEL LARIO ,821,658,12,32,
PIGRA ,205,125,4,5,
PLESIO ,637,458,2,26,
POGNANA LARIO ,582,404,5,18,
PONNA ,215,142,2,7,
PONTE LAMBRO ,3005,2321,29,69,
PORLEZZA ,3260,2370,41,117,
PROSERPIO ,672,550,9,14,
PUSIANO ,980,778,22,33,
RAMPONIO VERNA ,328,271,1,10,
REZZAGO ,233,174,2,8,
RODERO ,894,660,10,27,
RONAGO ,1247,903,9,24,
ROVELLASCA ,5539,4402,30,141,
ROVELLO PORRO ,4304,3254,37,139,
SALA COMACINA ,456,312,10,17,
SAN BARTOLOMEO VAL CAVARGNA ,817,505,8,23,
SAN FEDELE INTELVI ,1150,835,15,40,
SAN FERMO DELLA BATTAGLIA ,3346,2667,19,79,
SAN NAZZARO VAL CAVARGNA ,271,187,2,7,
SAN SIRO ,1334,998,20,53,
SCHIGNANO ,672,472,10,26,
SENNA COMASCO ,2251,1859,15,69,
SOLBIATE ,1852,1417,13,56,
SORICO ,928,708,10,28,
SORMANO ,477,358,5,12,
STAZZONA ,496,388,9,36,
TAVERNERIO ,4117,3116,32,94,
TORNO ,871,698,6,25,
TREMEZZO ,933,717,12,28,
TREZZONE ,178,142,8,17,
TURATE ,6360,5022,52,219,
UGGIATE-TREVANO ,3318,2514,36,108,
VAL REZZO ,141,98,3,3,
VALBRONA ,1894,1400,15,41,
VALMOREA ,1923,1409,11,53,
VALSOLDA ,1176,810,9,47,
VELESO ,170,102,1,6,
VENIANO ,2109,1716,21,61,
VERCANA ,576,475,10,34,
VERTEMATE CON MINOPRIO ,2985,2407,30,89,
VILLA GUARDIA ,5593,4334,41,170,
ZELBIO ,147,98,2,4,
